host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,property_type,city,rating,no._of_bedrooms,no._of_beds,no._of_baths
Naapopye Elizabeth,Ward 59,-33.96066,18.47191,Entire home/apt,600.0,1,0,,,1,309,0,Condo,Cape Town,,1.0,1.0,1.0
Jayson,Ward 115,-33.912824,18.4183694,Entire home/apt,5470.0,2,50,2023-12-14,3.46,93,0,38,Condo,Cape Town,4.92,2.0,2.0,2.0
Hosted,Ward 115,-33.90669,18.40831,Entire home/apt,3337.0,2,9,2023-11-23,0.61,73,351,2,Rental unit,Cape Town,4.0,2.0,3.0,1.0
Eric,Ward 85,-34.11647543569843,18.83640758693218,Entire home/apt,593.0,1,18,2023-08-12,1.29,1,22,7,Rental unit,Cape Town,4.72,1.0,2.0,1.0
Ellen,Ward 54,-33.92185,18.38104,Entire home/apt,4700.0,2,10,2023-08-20,0.78,30,353,8,Rental unit,Cape Town,4.6,2.0,2.0,2.0
Kingsley,Ward 115,-33.92795,18.44329,Entire home/apt,3097.0,1,41,2023-12-19,3.15,1,303,36,Condo,Cape Town,4.76,2.0,2.0,2.0
Corlea,Ward 77,-33.9411,18.42394,Entire home/apt,1140.0,1,2,2022-12-30,0.16,1,60,1,Rental unit,Cape Town,,2.0,2.0,1.0
Helen,Ward 107,-33.82114,18.47872,Entire home/apt,7500.0,5,7,2023-12-03,0.54,45,290,6,Rental unit,Cape Town,4.86,3.0,4.0,3.0
Helen,Ward 115,-33.91949,18.42144,Entire home/apt,735.0,30,0,,,45,209,0,Rental unit,Cape Town,,1.0,1.0,1.0
Carolyn,Ward 58,-33.97586,18.47778,Entire home/apt,700.0,2,25,2023-12-24,1.65,1,262,20,Guesthouse,Cape Town,4.96,1.0,1.0,1.0
Susan,Ward 113,-33.8370195,18.5114175,Entire home/apt,1057.0,2,24,2023-11-19,1.7,2,0,19,Condo,Cape Town,4.8,1.0,1.0,1.0
Jerome,Ward 74,-34.04315,18.35332,Entire home/apt,2171.0,4,1,2023-03-19,0.11,1,323,1,Rental unit,Cape Town,,2.0,3.0,1.0
Adam,Ward 54,-33.95227,18.38688,Entire home/apt,2072.0,5,13,2023-12-20,0.9,1,284,10,Treehouse,Cape Town,4.92,1.0,1.0,1.0
Jenny,Ward 15,-34.08689,18.82457,Entire home/apt,1100.0,2,14,2023-12-13,0.93,1,261,11,Rental unit,Cape Town,4.57,3.0,4.0,2.0
Nicki,Ward 59,-33.98783,18.45748,Entire home/apt,12400.0,7,0,,,48,344,0,Villa,Cape Town,,4.0,4.0,4.0
Jayson,Ward 54,-33.9245134,18.3829444,Entire home/apt,1770.0,2,31,2023-12-21,2.21,93,328,28,Condo,Cape Town,4.65,1.0,1.0,1.0
Heba,Ward 21,-33.8435502,18.6646503,Private room,1200.0,2,0,,,9,0,0,Villa,Cape Town,,1.0,1.0,1.0
Kristy,Ward 58,-33.9748822,18.4732066,Entire home/apt,4357.0,3,2,2023-01-04,0.16,2,286,1,Home,Cape Town,,3.0,4.0,2.0
Patrick,Ward 54,-33.92875,18.37898,Private room,13143.0,1,15,2023-12-11,1.01,18,0,13,Boutique hotel,Cape Town,4.67,1.0,1.0,1.0
Jono,Ward 115,-33.92344,18.42218,Entire home/apt,6323.0,2,27,2023-12-18,1.9,53,327,24,Rental unit,Cape Town,4.56,3.0,4.0,2.0
Murray,Ward 115,-33.91608,18.41885,Entire home/apt,3217.0,2,5,2023-08-13,0.41,73,302,4,Rental unit,Cape Town,4.6,1.0,1.0,1.0
Joanna,Ward 69,-34.12301561554859,18.37359295189413,Entire home/apt,5433.0,5,0,,,1,350,0,Home,Cape Town,,4.0,5.0,3.0
Johnny,Ward 61,-34.1683,18.42511,Entire home/apt,700.0,2,26,2023-11-26,2.15,1,172,26,Tiny home,Cape Town,4.92,1.0,1.0,1.0
Nadia,Ward 107,-33.82384,18.47733,Entire home/apt,2680.0,2,20,2023-11-11,1.33,16,324,19,Vacation home,Cape Town,4.55,2.0,3.0,2.0
Murray,Ward 115,-33.91608,18.41707,Entire home/apt,4212.0,2,1,2022-10-12,0.07,73,311,0,Rental unit,Cape Town,,2.0,No beds,No bath
Theo,Ward 53,-33.92804,18.51408,Entire home/apt,456.0,30,0,,,1,0,0,Guesthouse,Cape Town,,2.0,2.0,1.0
Propr,Ward 77,-33.92434,18.41193,Entire home/apt,2924.0,3,13,2023-10-11,0.86,5,316,9,Rental unit,Cape Town,4.31,2.0,2.0,2.0
Frankie,Ward 61,-34.14035,18.32904,Entire home/apt,3062.0,2,0,,,47,358,0,Home,Cape Town,,3.0,3.0,1.0
Marc,Ward 115,-33.9101133,18.412466,Entire home/apt,2645.0,1,9,2023-08-27,0.59,2,293,4,Rental unit,Cape Town,4.89,No bedroom,1.0,1.0
Alexa,Ward 64,-34.10144,18.4747,Entire home/apt,2000.0,4,6,2023-12-16,0.47,3,170,4,Vacation home,Cape Town,5.0,1.0,1.0,1.0
Hannes,Ward 55,-33.88992760016933,18.487523166131584,Entire home/apt,750.0,2,28,2023-12-16,1.98,1,282,26,Rental unit,Cape Town,4.71,1.0,1.0,1.0
Corinne,Ward 71,-34.0491299,18.4392074,Entire home/apt,2500.0,2,25,2023-12-06,1.67,1,27,18,Home,Cape Town,4.96,1.0,2.0,1.0
Brino,Ward 113,-33.82843,18.50375,Shared room,5714.0,1,0,,,3,365,0,Home,Cape Town,,1.0,3.0,2.0
Gcina,Ward 1,-33.87086,18.58368,Private room,707.0,2,7,2023-05-31,0.5,12,245,5,Guest suite,Cape Town,4.14,1.0,1.0,1.0
Camilla,Ward 59,-33.98349,18.46519,Entire home/apt,1043.0,3,8,2023-12-27,0.6,1,108,7,Condo,Cape Town,5.0,1.0,1.0,1.0
Propr,Ward 115,-33.91657,18.42041,Entire home/apt,1899.0,2,22,2023-12-13,1.59,1,353,17,Rental unit,Cape Town,4.59,No bedroom,1.0,1.0
Detlef & Andy,Ward 74,-34.0520738,18.3385745,Entire home/apt,7069.0,5,3,2023-01-23,0.25,3,306,3,Home,Cape Town,4.67,4.0,5.0,4.0
Marc,Ward 61,-34.183598832048446,18.36350027471781,Entire home/apt,9510.0,2,17,2023-12-22,1.27,1,138,13,Villa,Cape Town,5.0,4.0,4.0,3.0
Simon,Ward 61,-34.19836,18.3739,Entire home/apt,3000.0,5,1,2023-12-18,1.0,1,277,1,Home,Cape Town,,2.0,2.0,1.0
Brett Michael,Ward 77,-33.93992,18.43002,Entire home/apt,650.0,5,4,2023-12-17,0.33,1,45,4,Guest suite,Cape Town,4.75,No bedroom,1.0,1.0
Max,Ward 77,-33.92731,18.40802,Entire home/apt,2357.0,2,15,2023-11-16,1.37,1,320,15,Condo,Cape Town,5.0,1.0,1.0,1.0
Hans,Ward 73,-34.02291,18.45636,Entire home/apt,3576.0,7,1,2023-11-04,0.56,11,28,1,Villa,Cape Town,,4.0,5.0,4.0
Agata And Anton,Ward 115,-33.90867,18.41121,Entire home/apt,2714.0,2,53,2023-12-05,3.57,3,125,44,Condo,Cape Town,4.89,1.0,1.0,1.0
Kirsty,Ward 64,-34.12265,18.45276,Entire home/apt,2500.0,2,11,2023-12-24,0.86,21,308,10,Condo,Cape Town,4.91,2.0,3.0,2.0
Propr,Ward 115,-33.92303,18.42204,Entire home/apt,2571.0,2,27,2023-12-10,1.87,1,285,21,Rental unit,Cape Town,4.44,1.0,1.0,1.0
Munawar,Ward 115,-33.91826,18.42395,Entire home/apt,1795.0,1,3,2023-02-13,0.25,1,359,3,Rental unit,Cape Town,5.0,1.0,1.0,1.0
Bibiana,Ward 54,-33.92501,18.38132,Entire home/apt,15246.0,4,4,2023-07-23,0.26,8,66,3,Home,Cape Town,5.0,3.0,3.0,3.0
Charmaine,Ward 115,-33.92419,18.42108,Entire home/apt,1826.0,1,38,2023-12-26,2.6,23,325,25,Condo,Cape Town,4.82,1.0,1.0,1.0
Steven,Ward 115,-33.9098024,18.4067648,Entire home/apt,2475.0,1,2,2022-12-16,0.13,5,57,0,Rental unit,Cape Town,,2.0,3.0,1.0
Murray,Ward 115,-33.91749,18.41762,Entire home/apt,2938.0,2,5,2023-04-28,0.35,73,263,2,Rental unit,Cape Town,4.0,1.0,1.0,1.0
Paul,Ward 115,-33.92890360000001,18.4120457,Entire home/apt,7815.0,10,0,,,19,89,0,Home,Cape Town,,3.0,3.0,1.0
Lies,Ward 74,-34.01593,18.35882,Private room,600.0,2,3,2022-10-30,0.2,3,324,0,Guest suite,Cape Town,5.0,1.0,1.0,1.0
Mishkah,Ward 64,-34.14204,18.42749,Entire home/apt,600.0,2,2,2023-12-11,0.15,2,353,1,Guest suite,Cape Town,,1.0,1.0,1.0
Maude,Ward 61,-34.14208,18.33574,Entire home/apt,2100.0,5,1,2022-12-24,0.08,1,309,0,Home,Cape Town,,3.0,4.0,2.0
Ryan,Ward 54,-33.92445,18.39251,Entire home/apt,8600.0,8,0,,,1,94,0,Home,Cape Town,,4.0,5.0,3.0
Anthea,Ward 115,-33.91228,18.41933,Entire home/apt,2193.0,2,40,2023-12-03,2.93,18,188,37,Rental unit,Cape Town,4.78,2.0,2.0,1.0
Martina,Ward 23,-33.79097,18.46021,Entire home/apt,2500.0,2,0,,,6,166,0,Rental unit,Cape Town,,2.0,3.0,2.0
Stay,Ward 115,-33.91048,18.41285,Entire home/apt,5471.0,1,9,2023-06-03,0.64,33,347,7,Condo,Cape Town,4.78,2.0,2.0,2.0
LaStay,Ward 54,-33.9133633,18.3964655,Entire home/apt,13000.0,12,0,,,114,358,0,Home,Cape Town,,3.0,3.0,3.0
Candice,Ward 77,-33.92416,18.4117,Entire home/apt,1886.0,3,29,2023-12-17,1.99,1,157,22,Condo,Cape Town,4.79,2.0,2.0,2.0
Alica,Ward 115,-33.92911,18.42274,Entire home/apt,2200.0,4,3,2023-01-22,0.25,1,301,3,Loft,Cape Town,4.67,2.0,2.0,2.0
Terry,Ward 23,-33.8101248,18.470749,Entire home/apt,1400.0,2,3,2023-01-03,0.23,3,341,1,Rental unit,Cape Town,5.0,1.0,2.0,1.0
Carla,Ward 15,-34.060527093999184,18.824817917256027,Private room,980.0,1,0,,,5,217,0,Guesthouse,Cape Town,,1.0,2.0,1.0
Cornelius,Ward 55,-33.8935,18.48346,Entire home/apt,1050.0,4,0,,,1,269,0,Condo,Cape Town,,1.0,1.0,1.0
Stefan,Ward 74,-34.03,18.34369,Entire home/apt,11680.0,3,2,2023-04-07,0.18,1,264,2,Villa,Cape Town,,4.0,4.0,3.0
Hennie,Ward 107,-33.81984,18.48262,Private room,1200.0,2,8,2023-04-30,0.66,2,354,8,Vacation home,Cape Town,4.13,1.0,1.0,1.0
Gabriella And Ian,Ward 107,-33.81737,18.48534,Entire home/apt,850.0,2,8,2023-12-07,0.64,10,311,7,Guest suite,Cape Town,5.0,1.0,2.0,1.0
Turnkey365,Ward 54,-33.9503,18.3843,Entire home/apt,21000.0,1,12,2023-11-21,0.85,53,280,9,Villa,Cape Town,4.75,5.0,5.0,4.0
Lisa,Ward 74,-34.0330366,18.3470107,Entire home/apt,4200.0,10,4,2023-03-14,0.33,23,90,4,Home,Cape Town,4.0,4.0,4.0,3.0
Janina,Ward 115,-33.92806,18.41603,Entire home/apt,1486.0,1,29,2023-12-03,2.04,29,55,23,Condo,Cape Town,4.9,No bedroom,1.0,1.0
Nerena,Ward 15,-34.05881,18.83952,Private room,757.0,1,8,2023-03-04,0.53,2,356,5,Guest suite,Cape Town,5.0,1.0,1.0,1.0
Shameemah,Ward 53,-33.92180926866853,18.52249910275976,Entire home/apt,514.0,2,0,,,1,0,0,Serviced apartment,Cape Town,,1.0,1.0,1.0
Gabriella And Ian,Ward 107,-33.81539,18.48659,Entire home/apt,857.0,2,10,2023-12-23,0.81,10,171,8,Guest suite,Cape Town,4.9,1.0,1.0,1.0
Charmaine,Ward 115,-33.92454,18.42088,Entire home/apt,2628.0,1,41,2023-12-23,3.04,23,239,37,Condo,Cape Town,4.85,2.0,3.0,2.0
Justice,Ward 1,-33.83661,18.54566,Private room,1096.0,1,2,2023-05-01,0.19,1,365,2,Rental unit,Cape Town,,1.0,1.0,1.0
Rizwan,Ward 60,-33.97402,18.50024,Private room,25000.0,7,0,,,1,365,0,Bed and breakfast,Cape Town,,11.0,18.0,11.0
Hosted,Ward 54,-33.91158,18.3916,Entire home/apt,1715.0,1,12,2023-12-20,0.82,73,352,6,Rental unit,Cape Town,3.67,1.0,1.0,1.0
Kim,Ward 77,-33.92481,18.41156,Entire home/apt,4097.0,2,7,2023-01-30,0.5,63,0,3,Home,Cape Town,5.0,2.0,2.0,2.0
Nicky,Ward 58,-33.97752,18.48532,Entire home/apt,650.0,2,25,2023-12-05,1.8,1,326,20,Guest suite,Cape Town,5.0,1.0,1.0,1.0
Jenny,Ward 77,-33.9377,18.42744,Entire home/apt,4614.0,1,3,2023-01-08,0.25,1,342,2,Condo,Cape Town,5.0,2.0,3.0,3.0
Zoja,Ward 115,-33.92377,18.41954,Entire home/apt,2747.0,2,5,2023-10-16,0.4,1,149,4,Rental unit,Cape Town,4.8,1.0,1.0,1.0
Danielle,Ward 54,-33.95286,18.37899,Entire home/apt,10000.0,14,0,,,1,362,0,Home,Cape Town,,4.0,5.0,2.0
Anthea,Ward 115,-33.91332,18.41744,Entire home/apt,1816.0,2,35,2023-11-20,2.36,18,0,30,Rental unit,Cape Town,4.75,1.0,1.0,1.0
Keri,Ward 62,-34.0130399,18.46003,Entire home/apt,1125.0,3,4,2023-11-10,0.32,3,262,2,Rental unit,Cape Town,5.0,1.0,1.0,1.0
Angelique,Ward 1,-33.8717,18.57473,Entire home/apt,428.0,1,11,2023-09-30,0.76,1,140,8,Guest suite,Cape Town,4.82,1.0,2.0,1.0
Nerena,Ward 15,-34.06027,18.83915,Private room,764.0,1,0,,,2,345,0,Guest suite,Cape Town,,1.0,1.0,1.0
Shadley,Ward 115,-33.92942,18.44588,Entire home/apt,1150.0,2,1,2022-11-09,0.07,1,339,0,Rental unit,Cape Town,,1.0,1.0,1.0
Odette,Ward 54,-33.9198,18.38825,Entire home/apt,1643.0,25,0,,,1,62,0,Rental unit,Cape Town,,1.0,1.0,1.0
Anthea,Ward 115,-33.91313,18.41807,Entire home/apt,2059.0,2,23,2023-12-08,1.76,18,200,21,Rental unit,Cape Town,4.83,1.0,1.0,1.0
Ceara,Ward 115,-33.90844,18.40648,Entire home/apt,4071.0,7,1,2022-12-18,0.08,1,305,0,Home,Cape Town,,1.0,1.0,2.0
Duane,Ward 115,-33.91423,18.42599,Entire home/apt,1952.0,3,23,2023-12-21,1.92,15,352,23,Rental unit,Cape Town,4.83,1.0,1.0,1.0
Malaika,Ward 115,-33.9286801,18.4465926,Entire home/apt,2185.0,2,1,2023-02-11,0.09,1,364,1,Rental unit,Cape Town,,1.0,1.0,1.0
Levin,Ward 23,-33.7826642,18.4537781,Entire home/apt,6750.0,2,6,2023-10-04,0.5,3,348,6,Home,Cape Town,4.83,4.0,4.0,3.0
Sussex,Ward 115,-33.92843,18.44687,Entire home/apt,978.0,2,1,2023-02-10,0.09,1,359,1,Rental unit,Cape Town,,1.0,1.0,1.0
Elizabeth,Ward 73,-34.04358,18.46402,Entire home/apt,450.0,4,3,2023-02-13,0.24,1,345,2,Guest suite,Cape Town,4.67,1.0,1.0,1.0
Anthea,Ward 115,-33.912824,18.4183694,Entire home/apt,1874.0,2,55,2023-12-10,3.79,18,205,45,Rental unit,Cape Town,4.84,1.0,1.0,1.0
Heba,Ward 21,-33.84259,18.66439,Private room,1000.0,2,1,2023-04-19,0.12,9,0,1,Bed and breakfast,Cape Town,,1.0,1.0,1.0
Malaika,Ward 115,-33.92953,18.44704,Entire home/apt,1150.0,2,0,,,1,359,0,Rental unit,Cape Town,,1.0,1.0,1.0
Steven,Ward 54,-33.92342,18.3918,Entire home/apt,12500.0,14,0,,,1,365,0,Home,Cape Town,,3.0,3.0,3.0
Sedicka,Ward 62,-34.0314313,18.433748,Entire home/apt,1450.0,2,30,2023-12-23,2.05,1,308,25,Vacation home,Cape Town,4.93,1.0,1.0,1.0
Kevin,Ward 113,-33.8289241,18.4921724,Entire home/apt,971.0,7,3,2023-06-26,0.21,3,277,1,Guest suite,Cape Town,5.0,No bedroom,1.0,1.0
Jessica,Ward 61,-34.19907,18.37306,Entire home/apt,1700.0,2,8,2023-12-15,0.64,1,344,6,Cottage,Cape Town,4.75,2.0,3.0,1.0
Gcina,Ward 1,-33.87205,18.58491,Private room,749.0,2,7,2023-08-31,0.46,12,365,4,Guest suite,Cape Town,4.14,1.0,1.0,1.0
Adriaan,Ward 100,-34.14166,18.91136,Entire home/apt,646.0,2,14,2023-12-19,0.96,1,175,8,Guest suite,Cape Town,4.79,1.0,1.0,1.0
Adeeb,Ward 55,-33.89028204146548,18.51102612912655,Entire home/apt,1800.0,2,3,2023-04-05,0.23,1,300,2,Serviced apartment,Cape Town,5.0,1.0,1.0,1.0
Mark,Ward 77,-33.93413,18.40943,Entire home/apt,1250.0,3,13,2023-06-13,0.99,1,187,10,Condo,Cape Town,5.0,1.0,1.0,1.0
Linda,Ward 115,-33.90924,18.42057,Entire home/apt,7500.0,2,23,2023-11-29,1.82,1,297,21,Condo,Cape Town,5.0,2.0,2.0,2.0
Angi,Ward 55,-33.8878894,18.4882522,Entire home/apt,3400.0,3,6,2023-12-13,0.5,12,326,6,Villa,Cape Town,5.0,3.0,3.0,3.0
Lulama,Ward 54,-33.91291,18.39311,Entire home/apt,1729.0,5,14,2023-11-25,0.93,1,298,10,Rental unit,Cape Town,4.57,2.0,2.0,1.0
Mark,Ward 61,-34.19832352994025,18.374224147432237,Entire home/apt,3929.0,2,0,,,1,125,0,Home,Cape Town,,2.0,2.0,1.0
Lettani&Diego,Ward 23,-33.79012,18.50967,Entire home/apt,400.0,30,0,,,2,0,0,Rental unit,Cape Town,,1.0,1.0,1.0
Luke,Ward 77,-33.93147,18.40191,Private room,929.0,1,0,,,1,330,0,Home,Cape Town,,1.0,1.0,1.0
Tanja,Ward 23,-33.8185,18.47434,Entire home/apt,2029.0,2,3,2023-11-27,0.74,1,303,3,Rental unit,Cape Town,5.0,1.0,1.0,1.0
Murray,Ward 115,-33.92499,18.41999,Entire home/apt,1842.0,2,2,2023-04-23,0.15,73,354,1,Rental unit,Cape Town,,1.0,No beds,No bath
Jono,Ward 77,-33.94205,18.42475,Entire home/apt,2994.0,1,17,2023-08-31,1.15,53,347,12,Rental unit,Cape Town,4.41,2.0,1.0,1.0
Danielle,Ward 71,-34.07086,18.45529,Entire home/apt,2300.0,5,0,,,1,126,0,Home,Cape Town,,2.0,2.0,2.0
Gwen,Ward 58,-33.95762,18.48725,Entire home/apt,1200.0,5,2,2023-01-04,0.16,1,308,2,Home,Cape Town,,2.0,2.0,2.0
Vanessa,Ward 74,-34.03234,18.34249,Entire home/apt,7500.0,10,5,2023-11-26,0.42,2,36,5,Home,Cape Town,5.0,3.0,3.0,2.0
Joanna,Ward 100,-34.13136795519224,18.893355242908,Entire home/apt,585.0,2,6,2023-12-10,0.49,3,332,6,Farm stay,Cape Town,5.0,1.0,2.0,1.0
Johan,Ward 64,-34.1076,18.47079,Entire home/apt,927.0,3,2,2022-11-07,0.14,2,81,0,Rental unit,Cape Town,,1.0,1.0,1.0
Malaika,Ward 115,-33.9286801,18.4465926,Entire home/apt,1150.0,2,0,,,1,360,0,Rental unit,Cape Town,,1.0,1.0,1.0
Afika,Ward 102,-33.8762828,18.6901417,Entire home/apt,2358.0,2,1,2022-12-29,0.08,2,90,1,Condo,Cape Town,,2.0,2.0,1.0
Afika,Ward 102,-33.87684,18.69037,Entire home/apt,2358.0,2,0,,,2,90,0,Condo,Cape Town,,2.0,2.0,1.0
Rita,Ward 77,-33.92805,18.40538,Entire home/apt,5571.0,1,7,2023-12-07,0.47,1,81,6,Home,Cape Town,5.0,3.0,3.0,3.0
Anita,Ward 69,-34.13839,18.38426,Entire home/apt,2500.0,10,0,,,2,278,0,Cabin,Cape Town,,2.0,3.0,2.0
Cape Town Luxury Escapes,Ward 54,-33.96621,18.3835,Entire home/apt,55857.0,4,0,,,3,277,0,Villa,Cape Town,,9.0,10.0,9.0
Propr,Ward 115,-33.90968,18.39707,Entire home/apt,1172.0,2,17,2023-12-16,1.16,1,334,16,Rental unit,Cape Town,4.82,1.0,1.0,1.0
Judy,Ward 83,-34.1121613,18.8245629,Entire home/apt,1800.0,2,1,2023-01-02,0.08,1,293,1,Rental unit,Cape Town,,2.0,3.0,2.0
Turnkey365,Ward 77,-33.91416,18.41153,Entire home/apt,36000.0,3,2,2023-10-23,0.34,53,57,2,Villa,Cape Town,,4.0,4.0,5.0
Malaika,Ward 115,-33.9286801,18.4465926,Entire home/apt,2185.0,2,1,2023-03-05,0.1,1,361,1,Rental unit,Cape Town,,1.0,1.0,1.0
Margie,Ward 64,-34.1325084,18.4161407,Entire home/apt,2000.0,14,0,,,1,0,0,Condo,Cape Town,,2.0,3.0,1.0
Sonja,Ward 69,-34.1062486,18.3834923,Entire home/apt,799.0,1,14,2023-11-19,0.99,2,0,5,Rental unit,Cape Town,4.8,1.0,1.0,1.0
Lindiwe,Ward 16,-34.02306,18.737,Entire home/apt,5757.0,2,3,2023-01-06,0.24,1,36,2,Home,Cape Town,5.0,20.0,2.0,11.0
Bryan,Ward 115,-33.91771,18.42152,Entire home/apt,2600.0,1,13,2023-09-25,1.1,1,351,13,Serviced apartment,Cape Town,4.92,2.0,2.0,2.0
Ridhwaan,Ward 54,-33.9625578,18.3816378,Entire home/apt,2500.0,1,24,2023-12-03,1.59,12,119,22,Condo,Cape Town,4.21,1.0,1.0,1.0
Ridhwaan,Ward 54,-33.9625578,18.3816378,Entire home/apt,20000.0,1,44,2023-11-13,2.92,12,116,27,Condo,Cape Town,4.32,4.0,4.0,3.0
Kwena,Ward 115,-33.92043,18.42341,Entire home/apt,2129.0,1,13,2023-12-10,1.07,1,361,13,Serviced apartment,Cape Town,4.15,1.0,1.0,1.0
Marius,Ward 107,-33.798717424256864,18.49994357675314,Entire home/apt,3500.0,2,0,,,1,26,0,Home,Cape Town,,3.0,3.0,2.0
Jono,Ward 54,-33.91506,18.39091,Entire home/apt,2364.0,2,36,2023-12-24,2.42,53,320,30,Rental unit,Cape Town,4.89,1.0,1.0,1.0
Harry,Ward 54,-33.92004,18.3813,Entire home/apt,2000.0,3,18,2023-12-16,1.25,7,288,12,Rental unit,Cape Town,5.0,1.0,1.0,1.0
Tracey,Ward 23,-33.81624,18.47534,Entire home/apt,1650.0,5,4,2023-12-27,0.33,1,308,4,Condo,Cape Town,4.5,2.0,3.0,2.0
Graham,Ward 73,-34.02933,18.46052,Entire home/apt,721.0,5,10,2023-04-18,0.72,2,145,8,Vacation home,Cape Town,4.8,1.0,1.0,1.0
Heba,Ward 21,-33.843556,18.6646565,Private room,1200.0,1,0,,,9,0,0,Bed and breakfast,Cape Town,,1.0,1.0,1.0
Heba,Ward 21,-33.84409,18.66374,Private room,880.0,2,0,,,9,0,0,Bed and breakfast,Cape Town,,1.0,1.0,1.0
Lesley,Ward 23,-33.7262429,18.4441585,Entire home/apt,2787.0,1,5,2023-12-15,0.42,1,165,5,Home,Cape Town,4.6,3.0,4.0,2.0
Cape Concierge,Ward 71,-34.04243,18.43049,Entire home/apt,27000.0,4,0,,,12,32,0,Villa,Cape Town,,6.0,9.0,6.0
Heba,Ward 21,-33.8433,18.66485,Private room,900.0,2,0,,,9,0,0,Bed and breakfast,Cape Town,,1.0,1.0,1.0
Alessia,Ward 107,-33.8241,18.48445,Entire home/apt,3000.0,7,0,,,10,360,0,Condo,Cape Town,,2.0,2.0,2.0
Diane,Ward 23,-33.81059,18.47929,Entire home/apt,1700.0,2,0,,,1,0,0,Guest suite,Cape Town,,1.0,1.0,1.0
Wilna,Ward 23,-33.8126967,18.4719196,Entire home/apt,2299.0,4,2,2023-11-19,1.2,16,316,2,Rental unit,Cape Town,,2.0,2.0,2.0
Heba,Ward 21,-33.84273,18.66545,Private room,950.0,2,1,2023-11-05,0.56,9,0,1,Bed and breakfast,Cape Town,,1.0,1.0,1.0
Heba,Ward 21,-33.84381,18.66362,Private room,1150.0,2,0,,,9,0,0,Bed and breakfast,Cape Town,,1.0,1.0,1.0
Heba,Ward 21,-33.84287,18.66534,Private room,1150.0,2,0,,,9,0,0,Bed and breakfast,Cape Town,,1.0,1.0,1.0
Carla,Ward 15,-34.07168,18.84137,Private room,1354.0,1,3,2023-05-22,0.34,5,317,3,Rental unit,Cape Town,3.33,2.0,4.0,1.0
Jono,Ward 115,-33.91749,18.42464,Entire home/apt,1904.0,2,2,2023-10-09,0.14,53,362,1,Rental unit,Cape Town,,1.0,1.0,1.0
Jono,Ward 115,-33.91787,18.42468,Entire home/apt,2128.0,2,4,2023-09-24,0.66,53,358,4,Rental unit,Cape Town,4.5,1.0,1.0,1.0
Lana,Ward 115,-33.92445,18.41672,Entire home/apt,2786.0,7,15,2023-10-06,1.0,3,323,10,Rental unit,Cape Town,5.0,1.0,1.0,1.0
Tee,Ward 113,-33.829749,18.5378089,Entire home/apt,1877.0,1,12,2023-07-10,0.82,2,357,8,Serviced apartment,Cape Town,5.0,2.0,2.0,2.0
Hansie,Ward 5,-33.86373,18.53754,Entire home/apt,407.0,2,4,2023-04-03,0.28,5,355,3,Cottage,Cape Town,4.75,1.0,2.0,1.0
Propr,Ward 115,-33.92938,18.44301,Entire home/apt,2743.0,2,15,2023-12-18,1.01,1,332,14,Rental unit,Cape Town,4.4,2.0,3.0,1.0
Zack,Ward 54,-33.91379,18.391,Private room,1840.0,1,40,2023-12-08,2.85,6,249,36,Guesthouse,Cape Town,4.95,1.0,1.0,1.0
Zack,Ward 54,-33.91386,18.39251,Private room,1240.0,1,19,2023-11-20,1.47,6,189,14,Guesthouse,Cape Town,4.89,1.0,1.0,1.0
Baki,Ward 115,-33.90841,18.39502,Entire home/apt,5000.0,5,1,2023-01-03,0.08,38,81,1,Rental unit,Cape Town,,2.0,2.0,2.0
Carla,Ward 15,-34.07284,18.83922,Private room,1242.0,1,0,,,5,296,0,Hostel,Cape Town,,1.0,4.0,1.0
Diane,Ward 23,-33.80988,18.48038,Entire home/apt,1990.0,2,9,2023-12-22,0.85,1,338,9,Guest suite,Cape Town,4.78,1.0,1.0,1.0
Perch Stays,Ward 77,-33.93263,18.4059199,Entire home/apt,3071.0,3,7,2023-12-27,0.51,1,32,5,Rental unit,Cape Town,4.57,1.0,1.0,1.0
Michelle,Ward 23,-33.80989395079323,18.47753632327881,Entire home/apt,3000.0,1,1,2023-04-15,0.12,3,360,1,Home,Cape Town,,3.0,3.0,2.0
Karina,Ward 54,-33.9476975,18.3803864,Entire home/apt,7571.0,5,3,2023-04-12,0.25,1,2,3,Guest suite,Cape Town,4.67,2.0,2.0,2.0
Michele,Ward 115,-33.9101133,18.412466,Entire home/apt,1573.0,3,12,2023-11-24,1.37,2,213,12,Condo,Cape Town,4.92,1.0,1.0,1.0
Deborah,Ward 62,-34.01222,18.44234,Entire home/apt,18500.0,3,1,2023-04-14,0.12,2,299,1,Villa,Cape Town,,4.0,4.0,3.0
Cathy,Ward 115,-33.9182289,18.4178687,Entire home/apt,9921.0,2,2,2023-01-30,0.14,28,356,1,Rental unit,Cape Town,,2.0,2.0,2.0
Alex,Ward 54,-33.9281103,18.3775122,Entire home/apt,5548.0,10,2,2023-01-03,0.16,2,171,1,Vacation home,Cape Town,,2.0,2.0,2.0
Tony,Ward 77,-33.93517,18.41468,Entire home/apt,2786.0,3,9,2023-12-18,0.61,3,134,5,Rental unit,Cape Town,4.56,2.0,2.0,2.0
